id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,tick
10,19.96939282,-10.62171623,8.228606864,-10.91396097,-2.07804479,-0.215013626,0.038365855,-1.086063653,-0.547336258,-0.307220788,0.694674013,0.267173012,0.711371562,-0.08101125,-0.214564198,-0.031839902,-0.053459501,1
11,1.566947821,-10.48650324,3.601134403,-6.857594069,-2.063193596,1.933942492,0.123668776,-1.145062993,1.786707716,0.455998362,-0.184450897,-1.303780053,-0.36397915,-0.039494758,-0.106941176,-0.224822186,-0.027658327,1
12,9.549312658,-1.464918026,15.37934097,1.193676761,-8.178292552,-1.667646318,-2.317010116,-0.566513738,-0.150644696,0.239460216,-0.623720593,0.714595198,-0.168432304,0.255002972,0.200320978,-0.071827299,-0.013826202,1
13,4.847997403,-2.893412505,11.29052796,-3.345017396,-4.887341769,4.03927584,-2.465120331,-0.627694102,-0.394983034,0.371125516,0.153001518,-0.029157945,0.121782782,0.840349438,-0.08327634,-0.063154353,0.002077877,1
14,2.969684339,-0.417359651,13.32842456,-2.670812968,-4.310477152,-2.172857863,-2.346445813,0.206822461,0.118257009,-0.024186191,-0.590958139,0.421777882,-0.116610196,0.032090633,0.091264652,0.013923715,0.01919439,1
15,-24.37264192,-2.047603732,3.362019878,1.049497001,3.971126594,0.239459225,1.658814533,-1.04823607,-1.162484942,0.220390797,0.883390181,0.219626765,0.400443242,0.72605891,0.070011155,-0.084473468,-0.206338137,1
16,-7.37761281,-1.130615182,7.165165201,-6.909520135,3.886414322,0.704839199,0.403083286,0.192755292,-0.467753758,0.501312405,-1.298281296,-0.275749481,0.426302518,-0.325054103,-0.164772988,-0.051800813,-0.116759048,1
17,-9.776753864,-2.770394465,-0.589762712,6.776739554,-5.016570617,-2.216141769,-1.035801067,-0.450534129,0.632534511,0.29104575,-0.668081121,-0.552241142,0.379945279,0.46735534,-0.061112894,0.15828034,0.039112459,1
18,9.290887097,1.823547951,11.31935922,-9.337918827,-0.4935161,-3.147492315,-1.035161737,1.818873444,1.161052422,-0.791013243,0.660629746,0.915389259,0.35758962,-0.219804987,0.193501493,-0.114778622,0.171624105,-1
19,-7.443481919,8.886922598,13.03479481,-0.973951464,12.57711457,4.238218815,-1.347971513,-0.568078328,-1.145812973,-1.382930356,0.501599138,0.095592795,-0.629443315,0.319223768,-0.215898276,0.142050671,0.026937618,-1
20,30.78288446,-2.440063471,-6.294708349,8.243830933,9.529495641,-3.061582023,1.850712268,1.300329502,0.243651146,1.127958979,-0.733275567,1.446016349,-0.246255682,0.592426103,-0.034552037,0.017350998,-0.098363786,-1
21,-3.772910872,15.55718932,22.1077795,-0.68291225,5.922980575,-0.874046014,-1.142034495,0.379992326,-0.393129802,-0.243140973,0.109958244,-0.513585608,0.041213547,-0.425708419,-0.337568344,0.060105432,-0.081793267,-1
22,28.32830794,3.884847969,-0.757289424,7.557911165,13.38185213,-2.169779522,0.686509853,-0.8486691,2.293375675,0.758096227,-0.408348889,-0.511473045,0.200960231,0.52659134,-0.033633293,0.14459249,0.063877823,-1
23,25.58619249,-0.776446124,-3.054090812,-3.132223446,-3.353953632,-3.208420617,0.348803201,-1.581098705,-0.153520178,0.712723,1.162303008,-0.228412593,1.059633858,-0.61210887,0.192705198,0.020538172,0.095910043,1
24,24.34782824,7.633158287,5.602979815,6.089626434,-5.807866578,-1.761904725,-0.110856459,0.463218828,0.866469644,0.449602737,1.423934391,0.194455032,-0.473036043,-0.323473819,-0.291395568,0.23184454,-0.243987412,1
25,-7.24763331,8.866313909,6.333824339,-4.073959231,-4.061431629,0.016743367,3.925506843,-0.271821564,-0.093229773,-0.506712475,-0.861297992,0.75707486,0.307756088,-0.637432383,-0.038147684,0.184855188,0.153502513,1
26,-4.99888901,15.38212321,6.69999059,19.72750672,-4.907669477,-1.096904417,2.60318582,-0.021242582,-0.107233297,-0.793751614,0.815246537,-0.543099812,-0.638943427,0.203959091,0.180997855,-0.08201196,0.166623511,1
27,12.83414808,10.99087149,-0.597275277,14.1769012,0.44722604,5.398043775,0.21165506,0.046188869,-0.621997002,0.163809432,-0.038369079,-0.172535755,-0.129949137,-0.091988193,0.103658187,-0.187356214,0.176931008,-1
28,-5.344894774,9.82163775,1.495159792,-8.929215835,1.880095881,16.17748036,0.491764815,1.494723436,1.737661164,-0.084582055,-0.116381201,0.01033091,0.543020757,0.168490973,0.415859146,0.077087362,-0.14672722,1
29,-18.13651226,1.431090202,-15.68480487,2.111850667,-7.822154645,-1.898976448,-0.444066553,-0.597688693,0.258978598,0.392794915,0.138823846,0.561873829,0.367448954,0.514017039,-0.163984152,-0.157560436,0.065941259,1
30,22.11039769,0.739269086,-13.26883435,-5.950546446,-6.720020585,2.078513365,2.784759857,0.810085872,-0.712379947,-0.141171449,-0.087298488,-0.360609063,-0.239786365,-0.090388168,-0.263754794,0.00215056,-0.106522055,1
31,-9.383650921,5.098065269,-15.83732081,7.67372595,-4.231013239,-1.918868007,-2.954246948,2.572617534,0.526004243,-1.511477148,-0.107393203,-0.307842442,0.429657596,-0.093686879,0.229963671,0.340864234,-0.080191293,1
32,-16.57401212,14.70078933,-1.413822142,2.436788113,0.263338266,-6.238267162,0.683247081,-0.188780658,1.531013521,-0.975554317,-0.473074338,-0.159635604,0.507681006,-0.173057452,-0.360897844,-0.02433081,0.013845831,1
33,-20.44997155,12.47129497,-9.484173071,7.291860623,1.24710266,-0.18031822,-2.625654148,0.010129753,0.618724617,2.253676707,0.239412642,0.374714025,0.266968495,-0.498753452,-0.199668679,-0.181225355,-0.043005889,1
34,-4.507262874,25.84471493,9.876649359,15.22407138,-6.385582817,1.090471193,1.047505163,-0.077935799,-0.993350346,0.216617945,-0.714608134,0.010994952,-0.036069402,-0.316088245,0.235498862,-0.163132546,-0.158504541,1
35,12.76662835,10.03890079,-14.81740935,-0.192844416,12.90178424,-1.64772505,-1.479597499,-2.249667367,-1.10171468,-0.977227688,0.222328907,0.13490635,0.479173068,-0.281135252,0.486642019,-0.113982892,-0.01182908,-1
36,-8.279812669,13.40825799,-6.002505365,-11.43048338,-0.687820234,3.170397075,1.232897329,0.772037443,-1.829787799,1.30417024,-0.46009825,0.09474112,0.384701313,0.136944097,-0.1506622,0.098670457,0.146157113,1
37,-7.308931447,14.9964935,-3.856320869,-14.38792484,-0.530221403,-3.039396182,1.668883786,1.224547168,0.441278362,-0.218804482,0.96487524,0.153432045,-0.461964474,0.554182331,-0.061703823,-0.000715497,0.187867112,1
38,-7.445466317,17.2999139,-1.671856591,-15.4217064,1.102702585,-7.156547014,0.86853386,-1.379264521,0.030446689,0.734936166,-0.294471355,-1.028897243,-0.592403372,0.139960555,0.453409534,0.139425181,-0.082533754,-1
39,-10.27962223,13.4478811,-16.7254227,-2.081613307,5.760294355,2.068751196,-2.508133217,0.511061136,-1.080621486,0.632636728,0.365710895,-0.027258642,-0.641334755,-0.281869934,-0.262209012,0.104145584,0.08742405,-1
40,19.81263712,9.672348074,-17.98853384,-8.328980156,-6.772638597,2.156277341,-1.033069521,-1.545992885,0.439415018,-2.248887101,-0.762206477,0.32972153,-0.725484705,0.074954919,-0.192957932,-0.239470422,-0.108179832,1
