id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,tick
10,41.45136875,12.15983326,-6.866466806,-26.72870887,-6.239172055,16.23382819,2.284895297,2.45659824,-13.96828259,2.327813393,6.232522463,2.648863983,0.458689792,-2.350547022,4.340929736,4.799618389,-4.07837796,0.407415393,-0.481636123,-0.291676699,-1.142764281,-0.271298833,-1.173387857,0.298900794,-0.977522921,-0.508443764,1.265691439,0.38252183,-0.717286282,-0.887737404,-0.332987558,0.216234754,-0.2442262,0.364968012,1
11,2.798713795,31.80568138,4.400614694,-21.26038464,-1.568202342,4.407231979,0.643885735,0.593214618,-3.042693777,-2.821804952,14.05755975,2.092290813,2.451511598,5.161432523,-4.812312729,-2.402635662,4.06115791,-2.505859092,-0.61626293,-0.509937951,1.75794061,0.788174596,0.331001202,0.196301808,1.140567701,1.812773218,1.514687441,-1.001873091,0.280234623,-0.082206175,0.456389899,0.202390804,-0.38113574,0.123451121,1
12,18.85620958,-13.1415196,14.59368715,-12.42304394,3.585935646,11.66910243,-24.51202475,-9.300958907,1.826215057,-5.579058061,-3.610568355,7.763271472,6.04648673,-2.269279868,-2.088655187,1.891487382,-2.242052373,0.186122282,-0.807840137,-1.097877267,0.532312602,-0.379036682,-0.132448637,-0.62883626,2.183207686,-0.021531313,-1.007617997,0.612411509,0.34897111,0.546382677,0.210756875,0.582803746,-0.128841163,0.140228438,1
13,7.894416775,-7.52158591,5.047326576,-15.77205953,4.303304556,6.329566096,-22.74282091,-12.38747669,5.030794767,-10.01827996,-3.405390897,-8.312449073,3.573780532,0.924726473,0.440899061,1.509133879,-3.119240311,2.07244267,0.344334708,-0.037578378,-0.124426424,0.649478669,-0.837072533,1.140636724,-0.654532799,-0.21760421,0.648601049,-0.285188526,-0.307881107,-0.462895041,0.303286558,-0.496264714,-0.178097121,-0.425670003,1
14,4.260875594,-23.10527911,8.223477092,-14.34089957,12.95579347,17.40398068,-13.8126216,-11.21731289,6.136915426,-1.045198855,1.702503597,-3.303729154,1.005846278,-0.656530959,-3.62988345,2.45734636,-1.57760784,-3.17385448,1.643433773,0.370036873,-0.878106884,-0.687544588,-0.470600171,0.876375326,1.096890011,-0.915756399,0.326865556,-0.021313529,0.319862017,0.306257125,0.028556442,-0.276888159,0.236102063,-0.209426426,1
15,-49.35997344,-15.98204956,-8.939271063,1.204632066,4.496561097,0.400087458,-3.412204705,3.62273379,6.995067283,-1.132094822,-5.514927159,-4.165780873,2.26168971,-0.531020937,1.334470324,-4.098497031,2.838802172,2.605815969,-0.687896585,-3.238061715,0.892796471,-0.145482085,-1.402921799,0.07483786,-1.072825174,0.457237909,0.249919557,1.336662848,-0.53618588,-0.202792609,0.806959809,-0.091126483,-0.299387895,0.216693275,1
16,-13.49343454,-2.947884323,2.572445746,-17.32651477,-3.073855046,-22.38868612,-2.560491847,16.49895518,2.200218288,-0.047565159,-1.628419076,5.041514326,0.597520375,-0.979109504,2.35600476,8.022828614,-0.694011706,1.218908607,-0.209259846,0.722351925,-1.576458726,0.810023925,0.110843603,-0.111323895,-0.000813842,1.29962433,0.321349848,0.248670081,-0.45392712,0.118331312,-0.266964643,0.584456046,0.411316062,-0.315809708,1
17,-17.85684174,5.221351867,-5.025172995,8.361806245,-27.34639638,-3.130998901,-2.040317915,3.849190085,15.73660374,-4.405173434,-7.64128883,-8.374211742,-1.546749239,-2.192644303,0.564895978,6.483711776,0.627440596,-2.480715384,-1.078341592,-2.98350642,1.023104624,0.20439045,0.628354645,-1.089138854,0.901894306,-0.449835617,-0.071226107,-1.113846019,-0.028595594,-0.472450654,-0.394562771,-0.215078422,0.179856069,0.527229094,1
18,19.38910286,15.90190424,30.74326858,-28.83313715,10.22596413,-6.99464103,0.481955643,7.057136309,2.632779799,15.5830191,-2.857039877,1.584566073,-5.970038679,-3.453681555,0.425641382,-0.148253197,-3.14660802,0.123313798,-1.947909318,-0.152417092,2.615689044,2.645433524,1.987525157,-0.43115545,-0.494199322,-0.715790402,-0.506724653,-0.213457675,-0.185215137,0.032965948,1.018586928,-0.196807928,0.160685452,-0.108884936,-1
19,-17.34026411,-16.11807357,22.69179857,-10.11682824,10.52563623,-0.738020571,14.61238923,15.43394684,11.01036296,-0.882537646,1.336681652,-5.332039329,2.067981712,6.339490058,2.368817941,-1.399778293,3.64E-05,0.056098045,-3.110612534,-1.12350766,-0.40400789,-2.219690343,1.006215494,-0.400556558,0.157274045,-1.026803721,-0.346087986,0.660109168,0.582226023,-0.560026466,-0.123544615,0.601123127,-0.377951798,-0.257545858,-1
20,61.72195674,-6.591652534,-5.299559945,22.68450177,29.47906861,-1.516560425,6.928965005,4.471135312,9.062177156,0.665796769,0.355319383,5.65400275,-3.469950503,-7.209277515,6.813157249,-4.270908603,1.826411783,-0.180053147,0.033652554,-0.464880129,-2.407147959,1.01981757,-0.842260358,1.715854092,1.104225006,-0.693330638,-0.078046818,-0.934036956,-0.029975274,-0.122246718,0.22809832,0.211713518,-0.13286958,0.247183448,-1
21,-8.82488702,-23.15264061,42.11063787,-18.52037518,-5.532345796,11.98912749,15.04684614,13.11839928,8.467397607,2.14091605,8.126321461,1.984739386,6.677867548,2.250301278,-0.861642364,-3.467050381,1.318504267,-0.256734299,-0.742295201,2.103905328,-1.390383339,-1.375154191,0.921566204,0.382857108,-0.071353866,-0.605158514,0.233055346,-0.291394053,-0.455777472,0.140636298,-0.3752118,-0.566841977,0.352328251,0.20604385,-1
22,54.83441384,-13.06342043,8.937605981,18.57060473,30.96167945,8.37585844,12.76853312,5.773777539,-1.557491871,-9.74700619,3.979888588,-0.261577334,3.627971025,-0.966287315,0.166081133,2.524648742,3.927874049,1.390780236,3.987925551,-1.543404894,1.361519345,1.282614578,1.247541259,-2.051804587,0.266653405,0.602747242,-0.169736123,0.456804982,-0.683128308,-0.226854702,-0.4482334,-0.299525434,-0.043413785,-0.325123814,-1
23,52.57282033,33.3694483,13.46180117,-8.900523047,-6.793444026,-7.043503574,2.68840049,1.420686303,-2.245730789,13.6502231,-11.024282,-4.959912293,1.074758715,-1.230093578,-4.469679626,-7.19596149,-2.474751543,-3.525324164,2.642923227,-0.980862563,1.072691361,-0.535812844,-1.885560208,-0.700464713,0.334837212,0.22226434,-0.079708895,0.640572375,-0.029902098,-0.26395668,-0.856918853,0.072693207,0.043340404,-0.115223823,1
24,51.418033,-11.55391942,12.80389364,5.655093165,-26.06856775,0.078141801,-4.388510233,0.001526732,0.905534138,-7.825890696,12.09194662,1.775539178,-2.814895766,-4.025864498,-0.972176368,-2.293357298,-3.231060315,0.101951472,-1.222301487,-1.235741645,-1.272910754,-1.732178802,-0.68807605,-2.089813221,-1.975926929,0.64891753,-1.047786878,-0.689666502,-0.08145521,0.801927932,0.340387493,-0.05411231,-0.102161197,-0.012578918,1
25,-14.99011011,-25.98654036,11.09355206,-8.471639856,7.017221156,-5.048951177,-9.540350229,-1.524273457,-10.37307649,9.557085484,-3.343704848,-1.526184869,-12.08517609,4.463827264,-3.640147335,2.78625907,5.335221359,-0.106562963,0.776918225,-1.571641493,-1.427348724,0.1369637,0.093389155,0.178010195,-0.34100496,-0.923691751,0.354219748,-0.217322979,-0.638203161,1.222168994,-0.49602912,0.015254879,-0.536292248,0.069100646,1
26,-8.024372802,-3.690577474,39.97187297,31.40770774,-18.80436789,19.06051035,-5.578276311,0.095449491,-12.37625585,2.54591708,-8.483390978,-2.498551334,-8.326452731,-1.466928477,2.776337783,-2.591595995,-2.21037965,5.980800105,-1.042299176,1.040124429,0.041159155,-1.272248704,1.210396195,-0.192115866,1.479200529,0.880873736,1.124399684,-0.250650686,0.125275004,-0.182508549,-0.028245286,0.010792986,-0.003375037,-0.128183934,1
27,25.48192191,-21.02859586,21.17637444,33.66578084,0.75512494,-5.039055314,-12.53048062,0.892528104,-9.709943659,0.918849234,8.55450405,-10.00929887,0.436061405,1.93959647,-1.220303045,3.049298201,2.747525455,-1.432905023,-0.288332594,3.630554273,3.583369446,0.162336844,-0.962403072,0.129434134,-0.53374309,-0.88684763,-0.338785055,0.432379215,-0.118230825,-0.298055492,0.311791674,0.386057764,0.208119201,0.291717992,-1
28,-14.91229601,-19.80452961,-2.186174641,-9.356492161,9.401470339,0.558729634,-2.749127946,-13.3341416,-7.315162752,3.743886793,2.873382208,-8.598282776,2.464622681,11.35667146,8.961283887,-3.503869494,-2.68074445,1.170081665,0.83093664,-0.949371189,-0.983660222,2.464219432,-0.431096948,-0.518825648,-0.19555975,0.784334279,-0.977448707,-0.919093042,0.426187604,0.114574805,-0.367760005,0.160931103,0.335345271,0.157208987,1
29,-37.14825286,45.69931267,7.104270148,7.588170444,-12.91668933,-1.140192759,10.14672663,-13.80466075,0.227427876,-2.2978273,13.13098724,-1.885676119,-6.641077439,-0.098225728,-5.483453053,-0.558218354,1.900234022,2.143983864,-1.90791864,-1.152326207,-2.036621,1.055340994,-1.261781368,0.513878073,1.249237584,-0.601911866,-1.236066527,0.298742612,-0.866778084,-0.566436059,0.015228684,0.071985754,0.314917894,-0.277848776,1
30,44.45203852,-0.520081181,-27.42109933,0.788691698,-9.711375842,-12.70302404,-2.519238295,-14.63905439,-1.018084339,4.266738376,3.917350939,-1.976899998,-1.912536054,-2.37013686,4.673166438,0.888614372,5.262453894,-1.420980343,-4.452300834,-0.331342274,-0.543133189,-0.136015418,0.248432609,-0.924134598,-0.246592409,-0.473463844,1.113683808,0.418362771,1.331808697,-0.094618594,-0.148003637,-0.258638988,0.07189631,-0.397986019,1
31,-22.05554737,14.38689638,-2.596559733,22.76033554,18.186196,2.619558353,0.137877459,-24.12957767,7.410396286,0.643436545,-3.558858449,6.525580642,0.410153032,2.710131896,-5.343713877,-0.624720489,-3.493556391,-1.538522366,-1.261144599,1.971073102,-2.592598027,1.426692349,2.043598205,-1.799413719,-1.039113594,-0.129472333,0.547927158,0.688804943,-0.041417136,-0.393413657,-0.130901792,0.06911707,-0.220491501,0.307905352,1
32,-31.56276461,1.408027074,17.32568286,5.194129616,-23.63858301,-2.175589286,10.30178421,4.851171395,-14.58261578,-6.887771292,-3.003038622,-3.296272529,10.54754998,-8.023851278,-3.664704194,-1.42450933,0.632222485,0.456858187,2.736389833,-1.049254222,-1.086020755,2.486061716,1.296816046,1.040788392,-1.025178974,-1.107470633,0.102597353,-0.462709647,0.859866378,0.132350389,-0.077823013,0.301400907,-0.201977521,-0.082641877,1
33,-43.04272511,6.783034673,13.13269983,19.57453064,-2.997316986,-7.227218896,16.49344704,-5.823994475,21.43626959,9.342205254,8.20048377,-2.701919248,1.019883399,-2.921885898,2.979434711,2.424919998,-3.44759625,0.584233951,3.672568589,0.885042407,0.761104141,0.279895155,-1.799978294,-0.38623248,0.132854912,0.275948426,1.402702375,0.18751039,0.225639467,0.88080693,0.126163088,0.116822653,-0.125941635,-0.065209858,1
34,-9.257237557,-20.45876496,48.93644221,18.22740339,-14.10150444,-3.082949039,-7.847918515,-2.168413037,2.682936116,-1.438301233,-4.734779778,13.91483025,-2.753683147,2.82021465,1.945645863,0.788639358,2.07322044,-5.073949568,-0.112973957,-0.952547063,-0.008287994,0.661975038,-0.64013186,1.970373932,-1.116640086,1.366529457,-0.403065135,0.566001135,0.318964408,-0.502523739,-0.139186207,-0.212158916,0.109783605,-0.070967947,1
35,23.22591047,18.41879865,2.230433618,12.25347611,19.8543201,-2.555362088,32.31961788,3.16838043,-11.98733309,-3.268704544,-6.917242316,3.865156106,1.19077079,6.890729468,-5.103819694,5.738870364,-3.104633261,2.450325396,-1.682328769,-1.620584831,0.26252116,-0.897787102,-1.618999855,0.612904591,-0.122023486,-0.215301996,0.00913371,-0.057954374,0.937331581,0.400447127,0.400610804,-0.349516811,0.232032775,0.144715489,-1
36,-17.39254405,4.958970513,2.603969011,-14.96435509,-8.352292664,-20.51940233,4.359412419,-5.320884532,-12.36322835,-2.856115397,-1.224868527,0.129465097,7.567820125,-3.866535785,5.435050407,-1.175505622,1.990750881,0.377260964,-1.762937808,1.805760795,-0.530852177,0.432226187,-0.205634611,-0.479690078,1.555475896,0.181815643,-0.341261888,1.370430444,-0.231575937,0.606421003,0.002801432,-0.572272149,-0.073089745,0.297248119,1
37,-14.54809025,-25.08501014,-14.94726424,-19.2275123,-13.64770341,-1.095072542,22.14662331,-4.474269056,-5.397560586,-1.608701539,-5.909317222,-0.275808147,-7.662406018,0.526638618,1.509922165,1.987288839,0.839867922,-2.795737148,5.070682663,2.591170826,-1.257397451,-1.016065316,-0.265163916,-1.0204735,0.699394769,0.265545008,-0.971960872,-0.290051824,0.253348697,-0.773816706,0.852332097,-0.085553865,-0.378921517,-0.065985,1
38,-16.78295343,-33.22875018,-1.11474762,-23.3372993,20.19470468,-19.83742862,0.867090391,-12.41727954,1.826390891,-4.033020535,-6.902633815,2.926244708,-1.107152423,-5.819111954,-6.029906517,-3.196729771,3.441024499,3.858202508,-0.309341179,1.005347377,0.812828973,-1.252649294,-0.947912326,-0.644717532,-0.713462847,0.365272614,0.608267643,-0.999673001,0.080532938,-0.452442429,-0.198059893,0.257968251,0.508300534,0.150406307,-1
39,-22.2124825,-2.803810834,-12.98504553,12.5088196,7.814640222,-16.25638392,13.26012676,-7.937513449,-5.225284226,-8.425008451,-5.080483189,0.396923436,2.838632503,-0.477430472,2.076044331,-1.276593149,-4.129987659,-3.916915307,-3.991796479,1.206899783,2.530355373,-0.789200323,0.083538263,0.813953525,0.103558561,-0.077614181,-0.189402815,-1.108030726,-1.128456966,0.315885511,-0.360617916,0.072484162,-0.425661773,-0.321450329,-1
40,38.71615101,-13.06000767,-30.03214334,2.54676151,-13.80673103,-13.56143778,7.765046519,-21.14723481,2.02078463,8.782644693,5.418971716,-1.050214897,2.640072638,0.989048394,-0.671641725,0.536912277,-1.037503204,1.853710808,2.830624372,-1.817228405,0.900353222,-2.289195091,3.148192055,2.386241731,-0.098906817,0.474420786,-0.31136908,0.502640177,-0.357954388,0.027024996,0.114185136,0.134631256,0.171268807,0.10760244,1
